	CTR19A_CD140a	CTR19B_CD140a	CTR19C_CD140a	CTR19F_CD140a	HD20C_CD140a	HD20D_CD140a	HD20E_CD140a	HD20F_CD140a	HD20G_CD140a
ENSG00000283871	0	0	0	0	0	0	0	0	0
ENSG00000283873	0	0	0	0	0	0	0	0	0
ENSG00000283874	0	0	0	0	0	0	0	0	0
ENSG00000283876	0	0	0	0	0	0	0	0	0
ENSG00000283877	0	0	0	0	0	0	0	0	0
ENSG00000283879	0	0	1.09	0	0	0	0	0	0
ENSG00000283880	0	0	0	0	0	0	0	0	0
ENSG00000283881	0	0	0	0	0	0	0	0	0
ENSG00000283885	0	0	0	0	0	0	0	0	0
ENSG00000283886	1.01	0.88	1.01	1.59	2.35	1.84	1.84	3.31	2.36
ENSG00000283888	0	0	0	0	0	0	0	0	0
ENSG00000283891	51.42	0	0	0	0	0	0	0	0
ENSG00000283894	0	0	0	0	0	0	0	0	0
ENSG00000283897	0.08	0	0.18	0.06	0	0.11	0.18	0.04	0
ENSG00000283899	0	0	0	0	0	0	0	0	0
ENSG00000283900	10.48	8.11	4.6	7.53	12.92	8.51	9.52	7	10.48
ENSG00000283904	0	0	0	0	0	0	0	0	0
ENSG00000283906	0	0	0	0	0	0	0	0	0
ENSG00000283907	1.32	0.33	2.66	20.98	0.71	1.47	0	35.94	3.63
ENSG00000283913	0	0	0	0.14	0	0	0	0	0
ENSG00000283914	0	0	0.17	0	0.94	0	0.14	0	0
ENSG00000283920	0	0	0	0	0	0	0	0	0
ENSG00000283921	0	0	0	0.27	0	0	0	0	0
ENSG00000283923	0	8.03	0	0	0	7.83	0	0.59	0
ENSG00000283926	0	0	0	0	0	0	0	0	0
ENSG00000283927	0	0	0	0	0	0	0	0	0
ENSG00000283928	0	29	0	0	11.51	0	11.12	0	0
ENSG00000283929	0	0	0	7.44	0	11.25	0	0	6.87
ENSG00000283930	1.5	0.43	0.23	0.15	0.13	0.25	0.28	0.05	0.28
ENSG00000283931	0	0	0	0	0	0	0	0	0
ENSG00000283932	0	0	0.05	0.16	0	0	0.02	0	0
ENSG00000283933	0	0	0	0	0	0	0	0	0
ENSG00000283935	0	0	0	0	0	0	0	0	0
ENSG00000283936	0	0	0	0	0	0	0	0	0
ENSG00000283938	0	0	0	0	0	0	0	0	0
ENSG00000283940	0	0	0	0	0	0	0	0	0
ENSG00000283941	0	0	0	0	0	14.79	0	0	0
ENSG00000283944	0	0	0	0	0	0	0	0	0
ENSG00000283945	1.39	0.68	0.82	1.93	1.33	1.73	1.2	0.31	2.06
ENSG00000283948	0	0	0	0	0	0	0	0	0
ENSG00000283950	0	0	0	0	0	0	0	0	0
ENSG00000283952	0	0	0	0.1	0	0	0.29	0	0
ENSG00000283956	0	0	0	0	0	0	0	0	0
ENSG00000283958	9.17	0	0	0	0	0	0	0	0
ENSG00000283959	0.26	0	0.52	0.09	0.19	0.22	0.33	0.15	0.12
ENSG00000283967	0.03	0	0	0	0	0.04	0	0	0
ENSG00000283969	0	0	0	0	0	0	0	0	0
ENSG00000283971	0	0	0	0	0	0	0	0	0
ENSG00000283972	0	0	0	0	0	0	0	0	0
ENSG00000283973	0	0	0	0.3	0	0	0.19	0	0
ENSG00000283977	0	0	0.67	0	0	3.46	0.82	1.07	0.41
ENSG00000283978	0	0	0	0	0	0	0	0	0
ENSG00000283980	0	0.8	0	0.19	0.39	0	0	0.11	0
ENSG00000283982	0.22	0	0.1	0.06	0.08	0	0.04	0.02	0.09
ENSG00000283988	0.03	0.09	0.04	0	0	0.04	0	0	0
ENSG00000283990	0	0	0	0	0	0	0	0	0
ENSG00000283991	0	0	0.24	0	0	0	0	0	0
ENSG00000283992	0	0	0	0	0	0	0	0	0
ENSG00000283994	0	0	0	0	0	0	0	0	0
ENSG00000283998	0	0	0	0	0	0	0	0	0
ENSG00000283999	0	0	0	0	0	0	0	0	0
ENSG00000284000	0	0	0	0	0	0	0	0	0
ENSG00000284003	0	0	0	0	0	0	0	0	0
ENSG00000284005	0	0	0	0	0	0	0	0	0
ENSG00000284008	0	0	0	0	0	0	0	0	0
ENSG00000284010	0	0	0	0	94.74	0	0	0	0
ENSG00000284011	0	0	0	0	0	0	0	0	0
ENSG00000284012	0	0	0	0	0	0	0	0	0
ENSG00000284015	0	0	0	0	0	0	0	0	0
ENSG00000284018	0	0	0	0	0	0	0	0	0
ENSG00000284020	0	73.82	0	85.68	0	86.24	0	0	0
ENSG00000284024	13.85	13.85	10.75	12.12	10.45	16.63	14.26	16.73	13.75
ENSG00000284027	0	0	0	0	0	0	0	0	0
ENSG00000284028	0	0	0	0	0	0	0	0	0
ENSG00000284029	0	0	0	0	0	0	0	0	0
ENSG00000284031	0	0	0	0	0	0	0	0	0
ENSG00000284032	0	0	0	0	0	0	0	0	0
ENSG00000284034	0	0	0	0	0	0	0	0	0
ENSG00000284035	0	0	0	0	0	0	0	0	0
ENSG00000284038	0	0	0	0	0	0	0	0	0
ENSG00000284040	0	83.25	0	0	0	0	0	0	0
ENSG00000284041	2.91	1.3	2.64	0	0	2.55	2.12	4.16	1.01
ENSG00000284042	0.03	0.09	0.04	0	0	0	0	0	0
ENSG00000284043	0	0	0	0	0	0	0	0	0
ENSG00000284047	0	0	0	0	0	0	0	0	0
ENSG00000284048	3.64	3.19	3.77	3.75	1.48	6.98	4.57	3	2.16
ENSG00000284049	0	0	0	0	0	0	0	0	0
ENSG00000284052	1.78	0.26	0.53	1	0.54	0.19	0.42	0.17	0.4
ENSG00000284054	0	0	0	0	0	0	0	0	0
ENSG00000284055	0	0	0	0	0	0	0	0	0
ENSG00000284057	3.5	0	2.63	4.89	0.77	2.47	2.01	2.96	5.47
ENSG00000284059	0	0	0	1.09	2.99	0	0	0	0
ENSG00000284060	0.94	0.86	0	1.52	1.41	2.54	1.12	0.41	0.45
ENSG00000284062	0	0	0	0	0	0	0	0	0
ENSG00000284064	0	0	0	0	0	0	0	0	0
ENSG00000284065	0	0	0	0	0	0	0	0	0
ENSG00000284067	0	0	0	0	0	0	0	0	0
ENSG00000284070	0.97	0.56	0.6	0.55	0.61	0.75	1.24	0.53	0.6
ENSG00000284071	0	0	0	0	0	0	0	0	0
ENSG00000284074	0	0	0	0	0	0	0	0	0
ENSG00000284078	0	0	0	0	0	0	0	0	0
ENSG00000284079	0	0	0	0	0	0	0	0	0
ENSG00000284081	0	0	0	0	0	0	0	0	0
ENSG00000284082	0	0	0	0	0	0	0	0	0
ENSG00000284084	0	0	0	0	0	0	0	0	0
ENSG00000284085	0	0	0	0	0	0	0	0	0
ENSG00000284087	0	0	0	0	0	0	0	0	0
ENSG00000284092	0	0	0	0	0	0	0	0	0
ENSG00000284094	0	0	0	0	0	0	0	0	0
ENSG00000284095	0	0	0.09	0.04	0	0	0	0	0.03
ENSG00000284098	0	0	0	0	0	0	0	0	0
ENSG00000284107	0	0	0	0	0	0	0	0	0
ENSG00000284108	0	0	0	0	0	0	0	0	0
ENSG00000284112	0	0	0	0	0	0	0	0	0
ENSG00000284114	0	0	0	0	0	0	0	0	0
ENSG00000284116	1.18	0.47	1.16	0.32	0.33	0	2.5	1.84	0.77
ENSG00000284117	0	0	0	0	0	0	0	0	0
ENSG00000284118	0	0	0	0	0	0	43.1	7.29	0
ENSG00000284121	0	0	0	0	0	0	0	0	0
ENSG00000284122	0	0	0	0	0	0	0	0	0
ENSG00000284125	0	0	0	0	0	0	0	0	0
ENSG00000284128	7.26	12.24	6.1	8.32	8.26	2.28	6.83	1.87	5.53
ENSG00000284129	12.2	0	0	0	0	0	0	0	0
ENSG00000284130	0	0	0.22	0.17	0	0	0.02	0.07	0.13
ENSG00000284134	0	0	0	0	0	0	0	4.51	0
ENSG00000284135	0	0	0	0	0	0	0	0	0
ENSG00000284138	0	0	0	0	0.37	0	0	0	0
ENSG00000284139	0	0	0	0	0	0	0	0	0
ENSG00000284140	0	0	0	0	0	0	0	0	0
ENSG00000284142	0	0	0	0	0	0	0	0	0
ENSG00000284143	0	0	0	0	0	0	0	0	0
ENSG00000284144	0	0	0	0	0	0	0	0	0
ENSG00000284146	0	0	0	0	0	0	0	37.42	25.57
ENSG00000284147	0	0	0	0	0	0	0	0	0
ENSG00000284148	0	0	0	0	0	0	0	0	0
ENSG00000284149	0	0	0	38.24	95.45	0	0	0	34.1
ENSG00000284152	0	0	0	0	0	0	0	0	0
ENSG00000284154	0	0	0	0	0	0	0	0	0
ENSG00000284155	0	0	0	0	0	0	0	0	0
ENSG00000284157	0	0	0	0	0	0	0	0	0
ENSG00000284158	0	0	0	0	0	0	0	0	0
ENSG00000284159	0	0	0	0	0	0	0	0	0
ENSG00000284160	0	0	0	0	0	0	0	0	0
ENSG00000284162	0	0	0	0	0	0	0	0	0
ENSG00000284163	0	0	0	0	0	0	0	0	0
ENSG00000284167	0	0	0	0	0	0	0	0	0
ENSG00000284171	0	0	0	0	0	0	0	0	0
ENSG00000284172	0	0	0	0	0	0	0	0	0
ENSG00000284173	0	0	0	0	0	0	0	0	0
ENSG00000284175	59.66	0	0	0	0	26.31	0	0	0
ENSG00000284176	0	0	0	0	0	0	0	0	0
ENSG00000284179	0	14.71	0	0	0.96	0.03	28.95	0	14.06
ENSG00000284180	0	0	0	0	0	0	0	0	0
ENSG00000284182	0	0	0	0	0	0	0	0	0
ENSG00000284184	0	0	0	0	0	0	0	0	0
ENSG00000284185	0	0	0	0	0	0	0	0	0
ENSG00000284186	329.9	28.84	174.62	0	191.47	23.52	0	175.7	23.26
ENSG00000284188	0	0	0	0	0	0	0	0	0
ENSG00000284190	0	0	0	0	0	0	0	0	0
ENSG00000284191	18.96	7.67	0	0	6.02	9.34	7.77	7.16	0
ENSG00000284193	0	0	0	0	0	0	0	0	0
ENSG00000284194	5.85	15.41	8.2	6.47	7.08	7.28	5.98	6.78	5.31
ENSG00000284195	0	0	0	0	0	0	0	0	0
ENSG00000284196	0.1	0.2	0.17	0.19	0.08	0	0	0	0.18
ENSG00000284197	23.23	0	0	0	0	0	0	0	0
ENSG00000284200	0	0	0	0	0	0	0	0	0
ENSG00000284202	0	0	0	0	0	0	0	0	0
ENSG00000284203	0	0	0	0	0	0	0	0	0
ENSG00000284204	0	0	0	0	0	0	0	0	0
ENSG00000284209	0	0	0	0	0	0	0	0	0
ENSG00000284214	0	0	0	0	0	0	0	0	0
ENSG00000284216	0	0	0	0	0	0	0	0	0
ENSG00000284219	0	0	0	0	0	0	0	0	0
ENSG00000284221	0	0	0	0	0	0	0	0	0
ENSG00000284224	0	0	0	0	0	0	0	0	0
ENSG00000284229	0	0	0	0	0	0	0	0	0
ENSG00000284231	0	0	0	0	0	0	0	0	0
ENSG00000284233	0	1.26	0	1.16	0	3.17	0.26	0	1.38
ENSG00000284234	0.03	0.09	0.04	0	0	0.04	0	0	0
ENSG00000284237	0	0	0	0.01	0	0	0	0.01	0
ENSG00000284239	0	0	0	0	0	0	0	0	0
ENSG00000284240	0	0	0	0	0	0	0	0	0
ENSG00000284242	0	0	0	0	0	0	0	0	0
ENSG00000284246	0	0	0	0	0	0	0	0	0
ENSG00000284247	0	0	0	0	0	0	0	0	0
ENSG00000284250	0	0	0	0	0	0	0	0	0
ENSG00000284251	0	0	0	0	0	0	0	0	0
ENSG00000284252	0	0	0	0	0	0	0	0	0
ENSG00000284253	0	0	0	0	0	0	0	0	0
ENSG00000284256	0	0	0	0	0	0	0	0	0
ENSG00000284258	0	0	0	0	0	0	0	0	0
ENSG00000284259	0	0	0	0	0	0	0	0	0
ENSG00000284261	0	0	0	0	0	0	0	0	0
ENSG00000284263	0	0	0	0	0	0	0	0	0
ENSG00000284265	63.75	0	0	0	66.17	0	0	0	0
ENSG00000284266	0	0	0	0	0	0	0	0	0
ENSG00000284268	0	0	192.3	0	0	405.99	84.15	66.22	25.63
ENSG00000284269	0	0	0	0	0	0	0	0	0
ENSG00000284272	0	355.82	0	34.17	0	0	0	0	0
ENSG00000284276	0	0	91.49	0	0	0	0	0	0
ENSG00000284277	0	0	0	0	0	0	0	0	0
ENSG00000284280	3.98	0	0	0	4.78	0	0	0	0
ENSG00000284283	0.03	0.09	0.04	0	0	0.04	0	0	0
ENSG00000284284	8.41	0	0	0	40.9	0	59.51	0	0
ENSG00000284286	0	0	0	0	0	0	0	0	0
ENSG00000284288	0	0	0	0	0	0	0	0	0
ENSG00000284289	0	0	0	0	0	0	0	0	0
ENSG00000284291	0	0	0	0	0	0	0	0	0
ENSG00000284292	6.6	7.14	5.75	4.41	10.5	6.44	9.94	10.23	4.79
ENSG00000284293	0	0	0	0	0	0	0	0	0
ENSG00000284294	6.24	1.88	0.69	0.83	0	0	0.77	0	0.29
ENSG00000284299	0.14	0	0.18	0.03	0	0	0.06	0.1	0.03
ENSG00000284300	0	0	0	0	0	0	0	0	0
ENSG00000284305	0	0	0	0	0	0	0	0	0
ENSG00000284306	0	0	0	0	0	0	0	0	0
ENSG00000284308	7.74	6.98	4.79	4.44	5.65	3.21	3.48	3.58	2.91
ENSG00000284309	0	0	0	0	0	0	0	0	0
ENSG00000284310	0	0	0	0	0	0	53.27	0	25.84
ENSG00000284311	0	0	0	0	0	0	0	0	0
ENSG00000284317	0	0	0	0	0	0	0	0	0
ENSG00000284321	0	0	0	0	0	0	0	0	0
ENSG00000284324	0	0	0	0	0	0	0	0	0
ENSG00000284325	0	0	0	60.01	0	0	0	39.5	10.65
ENSG00000284327	0	0	0	0	0	0	0	0	0
ENSG00000284328	0	0	0	0	0.63	0	0	0	0
ENSG00000284329	0	0	0	0	0	0	0	0	0
ENSG00000284331	27.45	0	0	0	0	31.47	0	4.02	0
ENSG00000284332	0	0	0	0.27	0	0	0	0	0
ENSG00000284334	0	0	0	0	0	0	0	0	0
ENSG00000284336	0	0	0	0	0	0	0	0	0
ENSG00000284337	0.2	0.05	0.08	0.19	0.24	0	0.17	0.09	0.02
ENSG00000284341	0.73	0.79	1.94	2.28	1.83	0.51	0.67	0	0.32
ENSG00000284343	0	0	0	0	0	0	0	0	0
ENSG00000284344	0	0	0	0	0	0	0	0	0
ENSG00000284346	0	0	0	0	0	32.66	0	0	0
ENSG00000284351	0	0	0	0	0	0	0	0	0
ENSG00000284353	0	0	0	0	0	0	0	0	0
ENSG00000284356	0.03	0.09	0.04	0	0	0.04	0	0	0
ENSG00000284357	0	0	0	0	0	0	0	0	0
ENSG00000284360	0	0	0	0	0	0	0	0	0
ENSG00000284361	0	0	0	0	0	0	0	0	0
ENSG00000284362	0	0	0	0	0	0	0	0	0
ENSG00000284363	0	0	0	0	0	0	0	0	0
ENSG00000284364	0	0	0	0	0	0	0	0	0
ENSG00000284368	0	29.91	0	135.94	65.03	0	0	0	130.17
ENSG00000284370	0	0	0	0	0	0	0	0	8.59
ENSG00000284372	0	0	0	0	0	0	0	0	0
ENSG00000284373	0	0	0	0	0	0	0	0	0
ENSG00000284375	0	0	0	0	0	0	0	0	0
ENSG00000284376	0	0	0	0	0	0	0	0	0
ENSG00000284377	0	0	0.17	0	0	0	0	0	0
ENSG00000284378	0	0	0	0	130.32	0	0	0	0
ENSG00000284380	0	0	0	0	0	0	0	0	0
ENSG00000284385	0	0	0	0	0	0	0	0	0
ENSG00000284386	0	0	0	0	0	0	0	0	0
ENSG00000284387	0	0	0	0	0	0	0	0	0
ENSG00000284388	0	0	0	0	0	0	0	0	0
ENSG00000284391	0	0	0.08	0.19	0.18	0	0.13	0	0.06
ENSG00000284393	0.64	0	0	0	0	0	0.19	0	0
ENSG00000284394	0	0	0	0	0	0	0	0	0
ENSG00000284395	0	0	0	0.05	0	0	0	0	0
ENSG00000284399	0	0	0	0	0	0	0	0	0
ENSG00000284402	0	0	0	0	0	0	0	0	0
ENSG00000284407	0	0	0	0	0	0	0	0	0
ENSG00000284410	0	0	0	0	0	0	0	0	0
ENSG00000284411	0	0	0	0	0	0	0	0	0
ENSG00000284412	0	0	0	0	0	0	0	0	0
ENSG00000284415	0	0	0	0	0	0	0	14.84	0
ENSG00000284416	0	0	0	0	0	0	0	0	0
ENSG00000284418	0.1	0	0	0	0.12	0	0	0	0.04
ENSG00000284419	57.84	0	0	0	0	0	0	14.01	17.77
ENSG00000284421	0	0	0	0	0	0	0	0	0
ENSG00000284424	0	0	0	0	0	0	0	0	0
ENSG00000284425	0	0	0	0	0	0	0	34.61	0
ENSG00000284427	0	0	0	0	0	0	0	0	0
ENSG00000284428	18.18	12.02	9.21	19.81	18.97	16.96	22.26	21.78	19.41
ENSG00000284430	0.04	0	0	0	0	0	0	0.01	0
ENSG00000284431	3.31	6.12	4.62	2.9	6.43	3.77	4.82	1.95	4.19
ENSG00000284433	0	0	0	0	0	0	0	0	0
ENSG00000284435	0	0	0	0	0	0	0	0	0
ENSG00000284436	0	0	0	0	0	0	0	0	0
ENSG00000284438	0	0	0	0	0	0	0	0	0
ENSG00000284439	0.03	0	0	0	0	0.04	0	0	0
ENSG00000284440	0	0	0	0	0	0	0	0	0
ENSG00000284442	0	0	0	0	0	0	0	25.93	0
ENSG00000284443	0	0	0	0	0	0	0	0	0
ENSG00000284446	0	0	0	0	0	0	0	0	0
ENSG00000284447	0	0	0	0	0	0	0	0	0
ENSG00000284448	0	0	0	0	0	0	0	0	0
ENSG00000284450	0	0	0	0	0	0	0	0	0
ENSG00000284452	0	0	0	0	0	0	0	0	0
ENSG00000284453	0	0	0	0	0	0	0	0	0
ENSG00000284458	0	0	0	0	0	0	0	0	0
ENSG00000284459	0	0	0	0	0	0	0	0	0
ENSG00000284461	0.81	0	0.38	0.69	1.41	0.98	1.06	0.88	0.89
ENSG00000284463	0	0	0	0	0	0	0	0	0
ENSG00000284464	0	0	0	24.14	0	58.48	0	0	59.84
ENSG00000284465	0.03	0.09	0.04	0	0	0.04	0	0	0
ENSG00000284469	0	0	0	0	0	0	0	0	0
ENSG00000284471	1.23	1.11	0.44	1.75	1.34	1.24	2.31	0.91	1.45
ENSG00000284473	0	0	0	0	0	0	0	0	0
ENSG00000284474	0	0	0	0	0	0	0	0	0
ENSG00000284479	0	0	0	0	0	0	0	0	0
ENSG00000284481	0	0	0	0	0	0	0	0	0
ENSG00000284482	0	0	0	0	0	0	0	0	0
ENSG00000284484	0	0	0	0.23	0	0.13	0	0	0
ENSG00000284485	0	0	0	0	0	0	0	0	0
ENSG00000284488	0	0	0	0	0	0	0	0	0
ENSG00000284489	0	0	0	0	0	0	0	0	0
ENSG00000284490	0	0	0	0.37	0	0	0	0	0
ENSG00000284491	7.94	14.66	17.12	7.6	9.34	17.36	14.24	19.88	13.33
ENSG00000284498	0	26.32	0	0	0	0	0	0	0
ENSG00000284499	0	0	0	0	0	0	0	0	0
ENSG00000284500	0	0	0	0	0	0	0	0	0
ENSG00000284503	5.07	5.18	0	0	0	0	0	4.41	0
ENSG00000284505	0.2	0.12	0.11	0.04	0	0	0	0	0
ENSG00000284508	0	0	0	0	0	0	0	0	0
ENSG00000284512	0.87	1.4	0.78	1	1.26	1.75	1.43	0.61	1.25
ENSG00000284513	0	0.08	0	0	0	0	0	0	0
ENSG00000284516	0	0.55	0	0	0	0	0	0	0.14
ENSG00000284517	0	0	0	0	0	0	0	0	0
ENSG00000284518	0	0	0	0	0	0	0	0	0
ENSG00000284519	0	0	0	0	0	0	0	0	0
ENSG00000284520	0	0	0	0	0	0	0	0	0
ENSG00000284522	0	0	0	0	0	0	0	0	0
ENSG00000284523	0.09	0.3	0	0.3	0.34	0.33	0	0.08	0.24
ENSG00000284525	0	0	0	0	0	0	0	55.49	0
ENSG00000284526	0.88	0.84	0.57	0.49	0.31	0.5	0.69	0.3	0.66
ENSG00000284532	0	0	0	0	0	0	0	0	0
ENSG00000284534	0	0	0	0	0	0	0	0	0
ENSG00000284535	0	0	0	0	0	0	0	0	0
ENSG00000284536	0	0	0	0	0	0	0	0	0
ENSG00000284538	0	0	0	0	0	0	0	0	0
ENSG00000284540	0.38	0	0	0.16	0.24	0.52	0	0	0.39
ENSG00000284541	0	0	0	0	0	0	30.67	0	9.37
ENSG00000284542	0	0	0	0	0	0	0	0	0
ENSG00000284543	0.06	0.04	0	0	0	0	0	0	0.11
ENSG00000284544	0	0	0	0	0	0	0	0	0
ENSG00000284546	0	0	0	0	0	0	0	0	0
ENSG00000284547	29.99	0	0	0	41.1	0	0	0	0
ENSG00000284550	0	0	0	0	0	0	0	0	0
ENSG00000284553	0	0	0	0	0	0	0	0	0
ENSG00000284554	0	0	0.11	0.08	0	0	0.18	0	0
ENSG00000284557	0	0	0	0.27	0	0	0	0	0
ENSG00000284558	0	0	0	0	0	0	0	0	0
ENSG00000284561	0	0	0	0	0	0	0	0	0
ENSG00000284564	0	0	0	0	0	0	0	0	0
ENSG00000284565	0	0	0	0	0	0	0	0	0
ENSG00000284567	0	0	0	0	0	0	0	0	0
ENSG00000284568	0	0	0	0	0	0	0	0	0
ENSG00000284570	0	0	0	0	0	0	0	0	0
ENSG00000284572	0	0	0	0	0	0	0	0	0
ENSG00000284574	0	0	0	0	0	0	0	0	0
ENSG00000284575	0	0	47.44	0	0	0	0	17.95	46.53
ENSG00000284583	0	0	0	0	0	0	0	0	0
ENSG00000284584	0	0	0	0	0	0	0	0	0
ENSG00000284585	0	0	0	0	0	0	0	0	0
ENSG00000284586	0	0	0	12.61	17.55	0	0	0	0
ENSG00000284587	0	0	0	0	0	0	0	0	0
ENSG00000284591	0	0	0	0	0	0	0	0	0
ENSG00000284592	0	0	0	0	0	0	0	0	0
ENSG00000284594	0	0	0	0	0	0	0	0	0
ENSG00000284595	0	0	0	0	0	0	0	0	0
ENSG00000284596	0	0	0	0	0	0	0	0	0
ENSG00000284600	0	0.47	0	0.25	0	0	0	0	0.08
ENSG00000284601	0	0	0	0	0	0	0	0	0
ENSG00000284602	1.26	0.76	0.39	0.96	0.37	0.98	0.68	0.09	1.09
ENSG00000284603	0	0	0	0	0	0	0	0	0
ENSG00000284604	0	0	0	0	0	0	0	0	0
ENSG00000284605	0	0	0	0	0.25	0	0.09	0	0.04
ENSG00000284606	1.74	2.29	1.29	2.29	1.82	0.97	1.42	0.43	2.11
ENSG00000284607	0.04	0	0	0	0	0	0.03	0	0
ENSG00000284608	0	0	0	0	0	0	0	0	0
ENSG00000284609	0.12	0	0	0	0	0	0	0	0
ENSG00000284610	1.82	0.17	1.15	0.9	0.34	0.24	0.06	0.31	0.27
ENSG00000284611	0	0	0	0	0	0	0	0	0
ENSG00000284612	0	0	0	0	0	0	0	0	0
ENSG00000284613	5.55	4.68	0.55	0.18	1.62	0	0	0	0
ENSG00000284614	0	0	0	0	0	0	0	1.52	0
ENSG00000284615	0	0	0	0.11	0	0	0.15	0	0
ENSG00000284616	0	0	0	0	0	0	0	0	0
ENSG00000284617	0	2.13	0.95	0.87	2.08	0	0	0	0.34
ENSG00000284618	0.08	0.03	0.03	0.09	0	0.04	0.02	0.06	0.02
ENSG00000284619	0	0	0	0	0	0	0	0	0
ENSG00000284620	0.57	0.49	0.36	0.72	0.8	0.27	1.22	0.15	1.02
ENSG00000284621	0	0	0	0	0	0	0	0	0
ENSG00000284622	0	0	0	0	0	0	0	0	0
ENSG00000284623	0	0	0	0	0	0	0	0	0
ENSG00000284624	0.5	0.52	0.19	1.15	1.04	1.05	1.02	0.24	1
ENSG00000284625	0	0	0	0	0	0	0	0	0
ENSG00000284626	0.14	0.04	0.18	0.33	0.17	0	0.13	0.07	0.13
ENSG00000284627	6.19	8.05	1.55	0	8.98	1.42	1.17	0	0.1
ENSG00000284628	0	0	0	0	0	0	0	0	0
ENSG00000284629	0	0	0	0	0	0	0	0	0
ENSG00000284630	0	2.73	2.38	0.33	1.9	4.94	1.62	0	1.4
ENSG00000284631	0	0	0	0	0	0	0	0	0
ENSG00000284632	0	0	0	0	0	0	0	0	0
ENSG00000284633	0	0	0.07	0	0	0	0	0	0.03
ENSG00000284634	1.54	5.08	1.77	7.14	4.09	2.63	3.67	1.49	5.19
ENSG00000284635	0	0	0	0	0	0	0	0	0
ENSG00000284636	0	0	0	0	0	0	0	0	0
ENSG00000284637	0	0	0	0	0	0	0	0	0
ENSG00000284638	0	0	0	0	0	0	0	0	0
ENSG00000284639	0	0	0	0	0	0	0	0	0
ENSG00000284640	0.06	0.52	0.07	0.07	0	0	0.05	0.06	0.21
ENSG00000284641	0	0	0	0	0	0	0	0	0
ENSG00000284642	7.74	10.2	11.64	12.28	8.63	12.14	6.09	1.05	10.53
ENSG00000284643	0	0	0	0	0	0	0	0	0
ENSG00000284644	0	0	0	0	0	0	0	0	0
ENSG00000284645	0	0.16	0.15	0.11	0.08	0.09	0.33	0.24	0.09
ENSG00000284646	0	0	0	0.14	0	0	0	0	0.32
ENSG00000284648	0	0	0	0	1.03	1.18	0	0.3	0
ENSG00000284649	0	1.39	0	0	0	0	0	0	0
ENSG00000284650	1.01	0.98	0.5	1.7	1.36	0.93	1.31	0.71	0.83
ENSG00000284651	0	0	0	0	0	0	0	0	0
ENSG00000284652	0.63	0.32	0.49	0.37	0.15	0.97	0.29	0.27	0.47
ENSG00000284653	0	0	0	0	0	0	0	0	0
ENSG00000284654	0	21.92	0	2.03	0	12.18	4	0	3.75
ENSG00000284655	0	0	0	0	0	0	0	0.64	0.34
ENSG00000284656	0	0	0	0	0	0	0	0.01	0
ENSG00000284657	1.11	0.4	0.71	0.2	0.58	1.1	0.29	0.11	0.25
ENSG00000284658	0	0	0	0	0	0	0	0.09	0
ENSG00000284659	0	0	0	0	0	0	0	0	0
ENSG00000284660	1.7	2.13	3.25	0.58	0.32	4.06	0	1.71	0.41
ENSG00000284661	2.24	0	1.84	0	1.63	0	0	0.11	0
ENSG00000284662	0	0	0	0	0.11	0.04	0.05	0	0
ENSG00000284663	1.07	0	0	0	0	0	0	0	0
ENSG00000284664	0.7	0.47	0.48	0.9	1.37	1.41	0.72	0.06	1.69
ENSG00000284665	0	0	0	0	0	0	0	0	0
ENSG00000284666	0	0	0	0	0	0	0	0	0
ENSG00000284667	0	0	0	0	0	0	0	0	0
ENSG00000284668	0	0	0	0	0	0	0	0	0
ENSG00000284669	0.09	0	0.1	0.17	0.11	0.03	0.08	0.01	0.08
ENSG00000284670	0	0	0	0	0	0.53	0	0.09	0
ENSG00000284671	0.11	0.26	0	0.09	0.13	0.15	0.29	0.11	0.31
ENSG00000284672	0	0	0	0	0	0	0	0	0
ENSG00000284673	0	0	0	0.13	0	0	0	0	0
ENSG00000284674	0	0	0	0	0	0	0	0	0
ENSG00000284675	0	0	0	0	0	0	0	0	0
ENSG00000284676	0	0	0	0	0	0	0	0	0
ENSG00000284677	0	0	0	0.15	0	0	0	0	0.21
ENSG00000284678	0	0	0	0	0	0	0	0	0
ENSG00000284679	0	0	0	0	0	0	0	0	0
ENSG00000284680	0	0	0	0	0	0	0	0	0
ENSG00000284681	2.29	1.53	3.01	3.27	4.31	5.93	4.28	2.87	5.37
ENSG00000284682	0	0	0	0	0	0	0	0	0
ENSG00000284684	0	0	0	0	0	0	0	0	0
ENSG00000284685	0	0	0	0	0	0	0	0	0
ENSG00000284686	0.69	1.16	0.92	1.53	1.3	1.45	2.92	2.61	1.08
ENSG00000284687	0	0	0	0	0	0	0	0	0
ENSG00000284688	0	0	0.21	0	0	0	0	0	0
ENSG00000284689	0	0	0	0	0	0	0	0	0
ENSG00000284690	0	0	0	0	0	0	0	0	0
ENSG00000284691	13.18	6.97	5.64	8.76	18.33	10.27	7.92	6.3	9.51
ENSG00000284692	0	0	0	0.08	0	0	0	0	0
ENSG00000284693	2.77	0.96	0.85	2.12	0.44	1.38	2.14	1.89	1.91
ENSG00000284694	0	0	0	0	0	0	0	0	0
ENSG00000284695	0	0	0	0	0	0	0	0	0
ENSG00000284696	0	0	0	0	0	0	0	0	0.1
ENSG00000284697	0.84	0.13	0.9	0.57	0	0.86	0.85	0.21	0.13
